"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","batch","original_label","videoname","Task.Version","Spreadsheet","Response","display","randomise_blocks","row_number","filename","rowmean","block","Experiment.Version","Participant.OS","Participant.Browser","randomiser_t27m","date.of.birth_year","date.of.birth_month","sex","languages","response_6","response_6_text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response_4_1","response_4_2","response_4_3","response_4_4","response_4_text","response_5","Comments","SUBJECT","ITEM","RT","GROUP","AUDIO","VIDEO","PREDICT","ACOUSTIC","VISUAL","PREDICTABILITY","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"6114","210725_a81",15036602,672.156499845722,384.030678827652,0,"unsure_brand?","7L","bend","aM","vNM","L","a","aMvNM",2.8269756758321,2.15481917598638,2.44294499700445,2,"15036602_7LaMvNM","7L_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15036602?filename=7LaMvNMmp4-109-2.weba","Block1",2,94,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv",106,4,9,"Mac OS 10.15","Firefox 89.0","Version3",29,0,"Female","English","Raised in the UK from this age (please specify):","Lived in the UK ages 0-4, 8-12, 15-17 then also in adulthood.","Yes sometimes",3,4,"It's harder when you don't know someone e.g. in a shop. Or if there are barriers between you e.g. perspex in shop.",2,2,"Everything worked well","","","","","","","210725_a81","7L",384.030678827652,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",94,4,29,"Female"
"6226","210725_a84",14783259,752.911114462736,526.033332662226,0,"unsure_chunk?","73L","junk","aM","vNM","L","a","aMvNM",2.89174661415132,2.13883549968858,2.36571328148909,2,"14783259_73LaMvNM","73L_aM_vNM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14783259?filename=audioFile-124-2.weba","Block1",1,109,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-11ne.csv",106,4,9,"Mac OS 10.14.6","Chrome 92.0.4515.107","Version6",25,6,"Female","English","Raised in the UK from this age (please specify):","4","Yes sometimes",3,3,"It is much harder when they have an accent or when in a crowded and noisy place such as a restaurant or on a train",1,2,"Everything worked well","","","","","n/a","","210725_a84","73L",526.033332662226,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",109,4,25.5,"Female"
"6298","210725_a98",15151086,401.192807069577,218.344874620077,0,"sound like 'clock'","21L","clerk","aM","vM","L","a","aMvM",2.56004562544891,2.15885281837933,2.34170075082883,2,"15151086_21LaMvM","21L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15151086?filename=21LaMvMmp4-87-2.weba","Block1",3,74,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",76,3,9,"Ubuntu undefined","Firefox 91.0","Version4",31,9,"Male","English","Born and raised in the UK","","Yes sometimes",2,2,"",2,3,"Everything worked well","","There were issues with the sound","","I got flustered for a couple.","The very first test word """"cards"""" was difficult to hear through my laptop speakers, but then I connected an external speaker and that worked fine.","","210725_a98","21L",218.344874620077,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",74,3,31.75,"Male"
"6359","210725_a98",15151086,517.384805074639,285.079128746188,0,"'house'","88L","mouse","aM","vNM","L","a","aMvNM",2.90363438840035,2.38624958332571,2.61855525965416,2,"15151086_88LaMvNM","88L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15151086?filename=88LaMvNMmp4-39-2.weba","Block1",1,30,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",16,1,9,"Ubuntu undefined","Firefox 91.0","Version4",31,9,"Male","English","Born and raised in the UK","","Yes sometimes",2,2,"",2,3,"Everything worked well","","There were issues with the sound","","I got flustered for a couple.","The very first test word """"cards"""" was difficult to hear through my laptop speakers, but then I connected an external speaker and that worked fine.","","210725_a98","88L",285.079128746188,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",30,1,31.75,"Male"
"6365","210725_a98",15151086,467.956825741367,401.942354101977,0,"'prie'?","95H","pie","aNM","vM","H","a","aNMvM",2.79725689723185,2.32930007149048,2.39531454312987,2,"15151086_95HaNMvM","95H_aNM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15151086?filename=95HaNMvMmp4-30-2.weba","Block1",1,21,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",16,1,9,"Ubuntu undefined","Firefox 91.0","Version4",31,9,"Male","English","Born and raised in the UK","","Yes sometimes",2,2,"",2,3,"Everything worked well","","There were issues with the sound","","I got flustered for a couple.","The very first test word """"cards"""" was difficult to hear through my laptop speakers, but then I connected an external speaker and that worked fine.","","210725_a98","95H",401.942354101977,"Adults","aNM","vM","H","No Acoustic Mask","Visual Mask","High Predictability","0","aNMvM",21,1,31.75,"Male"
"6366","210725_a98",15151086,414.860448775645,327.151840414725,0,"'prile'?","96H","pile","aNM","vNM","H","a","aNMvNM",2.70333541663337,2.28847496785772,2.37618357621864,2,"15151086_96HaNMvNM","96H_aNM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15151086?filename=96HaNMvNMmp4-61-2.weba","Block1",2,50,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",46,2,9,"Ubuntu undefined","Firefox 91.0","Version4",31,9,"Male","English","Born and raised in the UK","","Yes sometimes",2,2,"",2,3,"Everything worked well","","There were issues with the sound","","I got flustered for a couple.","The very first test word """"cards"""" was difficult to hear through my laptop speakers, but then I connected an external speaker and that worked fine.","","210725_a98","96H",327.151840414725,"Adults","aNM","vNM","H","No Acoustic Mask","No Visual Mask","High Predictability","0","aNMvNM",50,2,31.75,"Male"
"6399","210725_c124",15410143,493.038164598331,294.696079542361,0,"quail","136H","trail","aM","vNM","H","c","aMvNM",2.30150333098318,1.80846516638485,2.00680725144082,2,"15410143_136HaMvNM","136H_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15410143?filename=136HaMvNMmp4-51-2.weba","Block1",3,40,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",46,2,9,"Windows 10","Chrome 92.0.4515.159","Version1",9,3,"Male","English","Born and raised in the UK","","No",2,2,"",2,3,"","There were issues with the videos","","","","slow to load videos and had to refresh a few times. it has taken us 25hours to upload all our results at the end too !","instructions were all really clear and easily understood, thank you","210725_c124","136H",294.696079542361,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",40,2,9.25,"Male"
"6408","210725_c124",15410143,841.225998468005,608.746039891015,0,"discard_car","17L","calf","aM","vM","L","c","aMvM",3.56467079202793,2.72344479355992,2.95592475213691,2,"15410143_17LaMvM","17L_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15410143?filename=17LaMvMmp4-89-2.weba","Block1",4,76,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version1",9,3,"Male","English","Born and raised in the UK","","No",2,2,"",2,3,"","There were issues with the videos","","","","slow to load videos and had to refresh a few times. it has taken us 25hours to upload all our results at the end too !","instructions were all really clear and easily understood, thank you","210725_c124","17L",608.746039891015,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",76,3,9.25,"Male"
"6409","210725_c124",15410143,601.341888933231,415.942087345941,0,"unsure_cat?","19L","chat","aNM","vM","L","c","aNMvM",2.96280361676446,2.36146172783123,2.54686152941852,2,"15410143_19LaNMvM","19L_aNM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15410143?filename=19LaNMvMmp4-114-2.weba","Block1",1,99,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",106,4,9,"Windows 10","Chrome 92.0.4515.159","Version1",9,3,"Male","English","Born and raised in the UK","","No",2,2,"",2,3,"","There were issues with the videos","","","","slow to load videos and had to refresh a few times. it has taken us 25hours to upload all our results at the end too !","instructions were all really clear and easily understood, thank you","210725_c124","19L",415.942087345941,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",99,4,9.25,"Male"
"6436","210725_c124",15410143,699.43485411871,515.06828339503,0,"unsure_bleak?","4L","beak","aM","vNM","L","c","aMvNM",2.91680993495666,2.21737508083795,2.40174165156163,2,"15410143_4LaMvNM","4L_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15410143?filename=4LaMvNMmp4-66-2.weba","Block1",3,55,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",46,2,9,"Windows 10","Chrome 92.0.4515.159","Version1",9,3,"Male","English","Born and raised in the UK","","No",2,2,"",2,3,"","There were issues with the videos","","","","slow to load videos and had to refresh a few times. it has taken us 25hours to upload all our results at the end too !","instructions were all really clear and easily understood, thank you","210725_c124","4L",515.06828339503,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",55,2,9.25,"Male"
"6450","210725_c124",15410143,675.646401333016,563.378901333036,0,"unsure_had?","65H","herd","aM","vNM","H","c","aMvNM",3.01861407672843,2.34296767539541,2.45523517539539,2,"15410143_65HaMvNM","65H_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15410143?filename=65HaMvNMmp4-48-2.weba","Block1",3,37,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",46,2,9,"Windows 10","Chrome 92.0.4515.159","Version1",9,3,"Male","English","Born and raised in the UK","","No",2,2,"",2,3,"","There were issues with the videos","","","","slow to load videos and had to refresh a few times. it has taken us 25hours to upload all our results at the end too !","instructions were all really clear and easily understood, thank you","210725_c124","65H",563.378901333036,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",37,2,9.25,"Male"
"6452","210725_c124",15410143,1104.5251633015,837.535489388471,0,"unsure_haps?","67L","hips","aM","vM","L","c","aMvM",3.28414808687438,2.17962292357288,2.44661259748591,2,"15410143_67LaMvM","67L_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15410143?filename=67LaMvMmp4-28-2.weba","Block1",2,19,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",16,1,9,"Windows 10","Chrome 92.0.4515.159","Version1",9,3,"Male","English","Born and raised in the UK","","No",2,2,"",2,3,"","There were issues with the videos","","","","slow to load videos and had to refresh a few times. it has taken us 25hours to upload all our results at the end too !","instructions were all really clear and easily understood, thank you","210725_c124","67L",837.535489388471,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",19,1,9.25,"Male"
"6480","210725_c124",15410143,717.641382436508,576.479256368148,0,"discard_time","98L","pine","aM","vM","L","c","aMvM",2.63441462023849,1.91677323780198,2.05793536387034,2,"15410143_98LaMvM","98L_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/15410143?filename=98LaMvMmp4-129-2.weba","Block1",1,114,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",106,4,9,"Windows 10","Chrome 92.0.4515.159","Version1",9,3,"Male","English","Born and raised in the UK","","No",2,2,"",2,3,"","There were issues with the videos","","","","slow to load videos and had to refresh a few times. it has taken us 25hours to upload all our results at the end too !","instructions were all really clear and easily understood, thank you","210725_c124","98L",576.479256368148,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",114,4,9.25,"Male"
"6537","210725_c125",15465974,672.961495085357,486.274736192087,0,"discard_stack","37H","deck","aM","vNM","H","c","aMvNM",2.24865087531808,1.57568938023272,1.76237613912599,2,"15465974_37HaMvNM","37H_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15465974?filename=37HaMvNMmp4-87-2.weba","Block1",2,74,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version2",10,2,"Male","English","Born and raised in the UK","","I don't know",2,2,"can be a bit muffled he says",1,2,"","There were issues with the videos","","","","took time to load videosa. 12 hours or so to upload all the info at the end","","210725_c125","37H",486.274736192087,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",74,3,10.1666666666667,"Male"
"6544","210725_c125",15465974,512.065769610648,294.869746883388,0,"discard_duck","43H","dove","aNM","vNM","H","c","aNMvNM",2.49705009045684,1.98498432084619,2.20218034357345,2,"15465974_43HaNMvNM","43H_aNM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15465974?filename=43HaNMvNMmp4-74-2.weba","Block1",2,61,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version2",10,2,"Male","English","Born and raised in the UK","","I don't know",2,2,"can be a bit muffled he says",1,2,"","There were issues with the videos","","","","took time to load videosa. 12 hours or so to upload all the info at the end","","210725_c125","43H",294.869746883388,"Children","aNM","vNM","H","No Acoustic Mask","No Visual Mask","High Predictability","0","aNMvNM",61,3,10.1666666666667,"Male"
"6555","210725_c125",15465974,631.245369303888,518.482472478488,0,"discard_bream","5H","beam","aNM","vM","H","c","aNMvM",2.75489007589991,2.12364470659602,2.23640760342142,2,"15465974_5HaNMvM","5H_aNM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15465974?filename=5HaNMvMmp4-47-2.weba","Block1",4,36,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",46,2,9,"Windows 10","Chrome 92.0.4515.159","Version2",10,2,"Male","English","Born and raised in the UK","","I don't know",2,2,"can be a bit muffled he says",1,2,"","There were issues with the videos","","","","took time to load videosa. 12 hours or so to upload all the info at the end","","210725_c125","5H",518.482472478488,"Children","aNM","vM","H","No Acoustic Mask","Visual Mask","High Predictability","0","aNMvM",36,2,10.1666666666667,"Male"
"6613","210725_c128",15186960,400.818689931111,205.152680423291,0,"discard_changed her answer","121L","spool","aM","vNM","L","c","aMvNM",2.53175721517909,2.13093852524798,2.3266045347558,2,"15186960_121LaMvNM","121L_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15186960?filename=121LaMvNMmp4-66-2.weba","Block1",3,55,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",46,2,9,"Chromium OS 13904.41.0","Chrome 91.0.4472.81","Version5",10,9,"Male","English","Born and raised in the UK","","No",2,3,"It has not been discussed as my child has had minimal contact with people wearing face masks (his teachers wore transparent face shields).",2,3,"Everything worked well","","","","","","","210725_c128","121L",205.152680423291,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",55,2,10.75,"Male"
"6663","210725_c128",15186960,746.802681161423,534.292127433363,0,"discard_joke","46L","drug","aM","vNM","L","c","aMvNM",2.57992796954849,1.83312528838707,2.04563584211513,2,"15186960_46LaMvNM","46L_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15186960?filename=46LaMvNMmp4-51-2.weba","Block1",3,40,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",46,2,9,"Chromium OS 13904.41.0","Chrome 91.0.4472.81","Version5",10,9,"Male","English","Born and raised in the UK","","No",2,3,"It has not been discussed as my child has had minimal contact with people wearing face masks (his teachers wore transparent face shields).",2,3,"Everything worked well","","","","","","","210725_c128","46L",534.292127433363,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",40,2,10.75,"Male"
"6693","210725_c128",15186960,650.219374519449,385.350971741669,0,"discard_lop","80L","lock","aM","vM","L","c","aMvM",2.82144561258366,2.17122623806421,2.43609464084199,2,"15186960_80LaMvM","80L_aM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15186960?filename=80LaMvMmp4-23-2.weba","Block1",1,14,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",16,1,9,"Chromium OS 13904.41.0","Chrome 91.0.4472.81","Version5",10,9,"Male","English","Born and raised in the UK","","No",2,3,"It has not been discussed as my child has had minimal contact with people wearing face masks (his teachers wore transparent face shields).",2,3,"Everything worked well","","","","","","","210725_c128","80L",385.350971741669,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",14,1,10.75,"Male"
"6815","210725_c133",15185742,713.549630512888,388.917338846288,0,"not","91H","notch","aM","vNM","H","c","aMvNM",2.43156915448475,1.71801952397186,2.04265181563846,2,"15185742_91HaMvNM","91H_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15185742?filename=91HaMvNMmp4-103-2.weba","Block1",1,90,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",76,3,9,"Windows 10","Edge 92.0.902.73","Version2",12,4,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"It can be hard to hear when the speaker is wearing a mask",2,4,"Everything worked well","","","","","The videos occasionally were laggy.","No","210725_c133","91H",388.917338846288,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",90,3,12.3333333333333,"Female"
"6841","210725_c141",15355404,755.09989980574,550.83039222998,0,"discard_school","121H","spool","aM","vM","H","c","aMvM",2.63401418882782,1.87891428902208,2.08318379659784,2,"15355404_121HaMvM","121H_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=121HaMvMmp4-13-2.weba","Block1",3,4,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",16,1,9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","","210725_c141","121H",550.83039222998,"Children","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",4,1,10.5833333333333,"Male"
"6864","210725_c141",15355404,1204.11089934943,971.630940772441,0,"discard_don't know","17L","calf","aM","vNM","L","c","aMvNM",3.92755569290935,2.72344479355992,2.95592475213691,2,"15355404_17LaMvNM","17L_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=17LaMvNMmp4-53-2.weba","Block1",4,42,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","","210725_c141","17L",971.630940772441,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",42,2,10.5833333333333,"Male"
"6873","210725_c141",15355404,2585.01160011047,2449.05743344381,0,"discard_don't know","27L","coin","aM","vM","L","c","aMvM",4.93754208736254,2.35253048725207,2.48848465391873,2,"15355404_27LaMvM","27L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=27LaMvMmp4-38-2.weba","Block1",3,29,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",16,1,9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","","210725_c141","27L",2449.05743344381,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",29,1,10.5833333333333,"Male"
"6889","210725_c141",15355404,964.302820811641,787.403515256161,0,"discard_don't know","42H","doll","aM","vNM","H","c","aMvNM",2.84458720693945,1.88028438612781,2.05718369168329,2,"15355404_42HaMvNM","42H_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=42HaMvNMmp4-50-2.weba","Block1",4,39,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","","210725_c141","42H",787.403515256161,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",39,2,10.5833333333333,"Male"
"6900","210725_c141",15355404,912.988862575472,830.269691828822,0,"discard_gap","59L","gown","aM","vNM","L","c","aMvNM",3.19241574149933,2.27942687892386,2.36214604967051,2,"15355404_59LaMvNM","59L_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=59LaMvNMmp4-64-2.weba","Block1",4,53,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","","210725_c141","59L",830.269691828822,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",53,2,10.5833333333333,"Male"
"6906","210725_c141",15355404,560.012581290689,392.870908106859,0,"discard_head","64L","hen","aM","vM","L","c","aMvM",2.68685667957712,2.12684409828643,2.29398577147026,2,"15355404_64LaMvM","64L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=64LaMvMmp4-120-2.weba","Block1",2,105,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",106,4,9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","","210725_c141","64L",392.870908106859,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",105,4,10.5833333333333,"Male"
"6914","210725_c141",15355404,1371.56806038626,1101.23966402767,0,"discard_don't know","72L","juice","aM","vM","L","c","aMvM",3.52591378566893,2.15434572528267,2.42467412164126,2,"15355404_72LaMvM","72L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=72LaMvMmp4-44-2.weba","Block1",4,33,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",46,2,9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","","210725_c141","72L",1101.23966402767,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",33,2,10.5833333333333,"Male"
"6939","210725_c141",15355404,755.64996881516,614.4878427468,0,"discard_pies","98L","pine","aM","vNM","L","c","aMvNM",2.67242320661714,1.91677323780198,2.05793536387034,2,"15355404_98LaMvNM","98L_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/15355404?filename=98LaMvNMmp4-83-2.weba","Block1",1,70,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-u5lv.csv",76,3,9,"Windows 10","Firefox 78.0","Version8",10,7,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"","","","","One video had to be refreshed in section four","One video had to be refreshed in section four","","210725_c141","98L",614.4878427468,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",70,3,10.5833333333333,"Male"
"6953","210725_c96",14886549,674.843003791271,427.241234946021,0,"spoon","121H","spool","aNM","vM","H","c","aNMvM",2.51306915030264,1.83822614651137,2.08582791535662,2,"14886549_121HaNMvM","121H_aNM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14886549?filename=121HaNMvMmp4-95-2.weba","Block1",3,82,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",76,3,9,"Mac OS 10.15.6","Safari 14.1.1","Version1",13,0,"Male","English","Born and raised in the UK","","No",3,3,"",3,2,"","There were issues with the videos","","","","the video would not load it happened seven times","","210725_c96","121H",427.241234946021,"Children","aNM","vM","H","No Acoustic Mask","Visual Mask","High Predictability","0","aNMvM",82,3,13,"Male"
"6974","210725_c96",14886549,366.297259905739,287.132132064839,0,"gray","30L","crew","aM","vM","L","c","aMvM",2.56417849680824,2.1978812369025,2.2770463647434,2,"14886549_30LaMvM","30L_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14886549?filename=30LaMvMmp4-81-2.weba","Block1",3,68,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",76,3,9,"Mac OS 10.15.6","Safari 14.1.1","Version1",13,0,"Male","English","Born and raised in the UK","","No",3,3,"",3,2,"","There were issues with the videos","","","","the video would not load it happened seven times","","210725_c96","30L",287.132132064839,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",68,3,13,"Male"
"6999","210725_c96",14886549,1043.8816479526,855.932817543232,0,"lab","78L","lap","aM","vNM","L","c","aMvNM",3.19051805549604,2.14663640754344,2.33458523795281,2,"14886549_78LaMvNM","78L_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14886549?filename=78LaMvNMmp4-24-2.weba","Block1",2,15,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv",16,1,9,"Mac OS 10.15.6","Safari 14.1.1","Version1",13,0,"Male","English","Born and raised in the UK","","No",3,3,"",3,2,"","There were issues with the videos","","","","the video would not load it happened seven times","","210725_c96","78L",855.932817543232,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",15,1,13,"Male"
